,district,price,age,newness,squaremeters
469, Bahçelievler ,800000,21 Ve Üzeri,İkinci El,75 m2
470, Bahçelievler ,1300000,5-10,İkinci El,65 m2
471, Bahçelievler ,1870000,0 (Yeni),110 m2,
472, Esenyurt ,899000,5-10,85 m2,
473, Büyükçekmece ,100000,0 (Yeni),Sıfır,199 m2
474, Eyüpsultan ,2100000,2,95 m2,
475, Küçükçekmece ,2750000,5-10,210 m2,
476, Küçükçekmece ,1830000,5-10,160 m2,
477, Küçükçekmece ,2000000,21 Ve Üzeri,245 m2,
478, Kartal ,4900000,5-10,İkinci El,125 m2
479, Avcılar ,985000,5-10,65 m2,
480, Büyükçekmece ,2950000,21 Ve Üzeri,İkinci El,125 m2
481, Bağcılar ,875000,5-10,İkinci El,50 m2
482, Kağıthane ,3000000,5-10,120 m2,
483, Küçükçekmece ,2550000,5-10,170 m2,
484, Büyükçekmece ,3750000,21 Ve Üzeri,İkinci El,220 m2
485, Küçükçekmece ,1490000,5-10,80 m2,
486, Zeytinburnu ,4850000,1,İkinci El,156 m2
487, Fatih ,1355000,21 Ve Üzeri,İkinci El,75 m2
488, Pendik ,9350000,5-10,320 m2,
489, Zeytinburnu ,3300000,4,64 m2,
490, Şişli ,4250000,16-20,220 m2,
491, Silivri ,5000000,0 (Yeni),160 m2,Sıfır
492, Başakşehir ,2550000,11-15,125 m2,
493, Kadıköy ,5150000,0 (Yeni),72 m2,
494, Kadıköy ,14750000,4,İkinci El,105 m2
495, Güngören ,1275000,21 Ve Üzeri,İkinci El,90 m2
496, Beylikdüzü ,3675000,2,Sıfır,185 m2
497, Bahçelievler ,5800000,11-15,İkinci El,280 m2
498, Kadıköy ,4500000,21 Ve Üzeri,İkinci El,105 m2
499, Esenyurt ,2500000,21 Ve Üzeri,İkinci El,140 m2
500, Şile ,1180000,2,İkinci El,85 m2
501, Kadıköy ,5450000,2,80 m2,
502, Beylikdüzü ,1765000,0 (Yeni),Sıfır,150 m2
503, Büyükçekmece ,1700000,4,83 m2,
504, Esenyurt ,1199000,5-10,İkinci El,170 m2
505, Küçükçekmece ,3550000,5-10,İkinci El,104 m2
506, Şişli ,4750000,5-10,İkinci El,130 m2
507, Küçükçekmece ,2100000,11-15,İkinci El,90 m2
508, Kadıköy ,5650000,2,İkinci El,80 m2
509, Küçükçekmece ,2450000,11-15,İkinci El,120 m2
510, Güngören ,1250000,21 Ve Üzeri,İkinci El,140 m2
511, Eyüpsultan ,950000,11-15,65 m2,İkinci El
512, Silivri ,1580000,16-20,120 m2,
513, Beylikdüzü ,1749000,0 (Yeni),Sıfır,105 m2
514, Beylikdüzü ,2450000,0 (Yeni),Sıfır,100 m2
515, Zeytinburnu ,2000000,0 (Yeni),Sıfır,76 m2
516, Şişli ,2050000,5-10,İkinci El,79 m2
517, Küçükçekmece ,860000,21 Ve Üzeri,İkinci El,90 m2
518, Pendik ,3490000,11-15,İkinci El,130 m2
519, Bahçelievler ,725000,21 Ve Üzeri,İkinci El,75 m2
520, Bayrampaşa ,3100000,21 Ve Üzeri,İkinci El,100 m2
521, Arnavutköy ,1450000,0 (Yeni),110 m2,
522, Büyükçekmece ,7000000,5-10,100 m2,
523, Büyükçekmece ,950000,21 Ve Üzeri,80 m2,
524, Çekmeköy ,27000000,0 (Yeni),350 m2,
525, Şişli ,7500000,21 Ve Üzeri,68 m2,
526, Kağıthane ,1100000,21 Ve Üzeri,İkinci El,80 m2
527, Küçükçekmece ,2890000,5-10,İkinci El,210 m2
528, Zeytinburnu ,2150000,5-10,34 m2,
529, Gaziosmanpaşa ,1380000,5-10,İkinci El,80 m2
530, Başakşehir ,4300000,11-15,120 m2,
531, Avcılar ,3350000,5-10,130 m2,
532, Esenyurt ,1525000,0 (Yeni),80 m2,
533, Büyükçekmece ,2600000,11-15,110 m2,
534, Bakırköy ,8000000,0 (Yeni),160 m2,
535, Beylikdüzü ,1429000,0 (Yeni),85 m2,
536, Şile ,5900000,1,140 m2,
537, Ümraniye ,4150000,11-15,İkinci El,75 m2
538, Esenyurt ,1298000,4,140 m2,
539, Fatih ,2499000,4,165 m2,
540, Beylikdüzü ,1625000,5-10,77 m2,
541, Esenyurt ,1250000,5-10,İkinci El,120 m2
542, Kadıköy ,3550000,21 Ve Üzeri,İkinci El,110 m2
543, Bahçelievler ,1650000,0 (Yeni),Sıfır,75 m2
544, Sancaktepe ,1520000,4,110 m2,
545, Şile ,7500000,11-15,250 m2,
546, Beylikdüzü ,2350000,0 (Yeni),Sıfır,100 m2
547, Esenyurt ,820000,4,135 m2,
548, Kadıköy ,5150000,21 Ve Üzeri,İkinci El,165 m2
549, Zeytinburnu ,2100000,4,34 m2,
550, Zeytinburnu ,2500000,4,34 m2,
551, Bağcılar ,1000000,11-15,85 m2,
552, Avcılar ,2100000,5-10,100 m2,
553, Pendik ,2450000,0 (Yeni),110 m2,
554, Kadıköy ,4450000,21 Ve Üzeri,130 m2,
555, Esenyurt ,999000,0 (Yeni),Sıfır,90 m2
556, Küçükçekmece ,1250000,0 (Yeni),Sıfır,65 m2
557, Kadıköy ,3100000,2,48 m2,
558, Fatih ,3250000,21 Ve Üzeri,İkinci El,110 m2
559, Bahçelievler ,1099000,4,İkinci El,65 m2
560, Esenyurt ,669000,5-10,İkinci El,100 m2
561, Küçükçekmece ,1200000,5-10,İkinci El,70 m2
562, Fatih ,1000000,21 Ve Üzeri,70 m2,
563, Kağıthane ,2300000,5-10,80 m2,
564, Küçükçekmece ,2850000,5-10,190 m2,
565, Kadıköy ,6600000,5-10,110 m2,
566, Esenyurt ,659000,2,Sıfır,100 m2
567, Büyükçekmece ,13500000,0 (Yeni),Sıfır,260 m2
568, Beylikdüzü ,2550000,0 (Yeni),Sıfır,100 m2
569, Kadıköy ,7750000,16-20,İkinci El,140 m2
570, Kartal ,1850000,1,75 m2,Sıfır
571, Fatih ,1850000,21 Ve Üzeri,90 m2,
572, Çatalca ,150000,0 (Yeni),56 m2,
573, Arnavutköy ,1100000,11-15,İkinci El,75 m2
574, Ataşehir ,7500000,16-20,İkinci El,165 m2
575, Esenyurt ,990000,0 (Yeni),95 m2,Sıfır
576, Beykoz ,3700000,21 Ve Üzeri,İkinci El,70 m2
577, Beykoz ,4800000,21 Ve Üzeri,360 m2,İkinci El
578, Maltepe ,2100000,5-10,130 m2,
579, Fatih ,2750000,21 Ve Üzeri,85 m2,
580, Zeytinburnu ,2200000,5-10,37 m2,
581, Gaziosmanpaşa ,995000,11-15,İkinci El,90 m2
582, Üsküdar ,3275000,0 (Yeni),Sıfır,140 m2
583, Üsküdar ,2125000,3,İkinci El,80 m2
584, Küçükçekmece ,4500000,11-15,85 m2,
585, Başakşehir ,8500000,11-15,240 m2,
586, Esenyurt ,989000,5-10,İkinci El,100 m2
587, Kadıköy ,2900000,21 Ve Üzeri,İkinci El,80 m2
588, Şişli ,9000000,21 Ve Üzeri,İkinci El,130 m2
589, Çatalca ,300000,0 (Yeni),95 m2,
590, Pendik ,2900000,11-15,200 m2,
591, Ataşehir ,2300000,11-15,İkinci El,100 m2
592, Bahçelievler ,2500000,21 Ve Üzeri,İkinci El,100 m2
593, Avcılar ,3600000,0 (Yeni),159 m2,
594, Bakırköy ,6500000,0 (Yeni),Sıfır,110 m2
595, Kadıköy ,3180000,21 Ve Üzeri,İkinci El,70 m2
596, Esenyurt ,1789000,0 (Yeni),125 m2,
597, Esenyurt ,1300000,4,110 m2,
598, Esenyurt ,700000,4,100 m2,
599, Kartal ,2550000,5-10,110 m2,
600, Başakşehir ,1200000,0 (Yeni),Sıfır,85 m2
601, Güngören ,2550000,11-15,İkinci El,120 m2
602, Bahçelievler ,1890000,11-15,İkinci El,88 m2
603, Sultanbeyli ,8500000,11-15,135 m2,Yapım Aşamasında
604, Fatih ,1875000,21 Ve Üzeri,85 m2,
605, Beylikdüzü ,3250000,21 Ve Üzeri,160 m2,
606, Bayrampaşa ,2900000,0 (Yeni),170 m2,
607, Sancaktepe ,4100000,3,İkinci El,140 m2
608, Zeytinburnu ,1500000,21 Ve Üzeri,80 m2,
609, Kartal ,1600000,5-10,İkinci El,80 m2
610, Fatih ,2300000,21 Ve Üzeri,130 m2,
611, Silivri ,1100000,11-15,78 m2,
612, Arnavutköy ,1280000,5-10,İkinci El,90 m2
613, Sancaktepe ,1450000,0 (Yeni),78 m2,
614, Çekmeköy ,1550000,0 (Yeni),70 m2,
615, Çekmeköy ,2100000,0 (Yeni),95 m2,
616, Sancaktepe ,1900000,0 (Yeni),100 m2,
617, Sancaktepe ,2100000,0 (Yeni),153 m2,
618, Zeytinburnu ,1800000,0 (Yeni),70 m2,
619, Sarıyer ,5750000,16-20,105 m2,
620, Beylikdüzü ,1300000,5-10,İkinci El,100 m2
621, Üsküdar ,1600000,21 Ve Üzeri,75 m2,
622, Beylikdüzü ,11750000,4,145 m2,İkinci El
623, Çatalca ,7500000,1,Sıfır,750 m2
624, Güngören ,4250000,0 (Yeni),Sıfır,125 m2
625, Esenyurt ,1385000,11-15,İkinci El,100 m2
626, Beşiktaş ,2000000,21 Ve Üzeri,İkinci El,60 m2
627, Beylikdüzü ,9000000,21 Ve Üzeri,260 m2,
628, Bağcılar ,1600000,11-15,İkinci El,100 m2
629, Kağıthane ,1950000,5-10,İkinci El,90 m2
630, Beylikdüzü ,1300000,11-15,İkinci El,100 m2
631, Bahçelievler ,1950000,11-15,İkinci El,90 m2
632, Esenyurt ,1165000,0 (Yeni),Sıfır,95 m2
633, Esenyurt ,1540000,4,Sıfır,225 m2
634, Silivri ,3750000,0 (Yeni),316 m2,
635, Bahçelievler ,1090000,0 (Yeni),Sıfır,43 m2
636, Şişli ,7800000,11-15,65 m2,
637, Küçükçekmece ,900000,21 Ve Üzeri,100 m2,
638, Bahçelievler ,3350000,0 (Yeni),52 m2,
639, Büyükçekmece ,16000000,21 Ve Üzeri,250 m2,
640, Beyoğlu ,1375000,0 (Yeni),75 m2,
641, Sancaktepe ,1029000,4,90 m2,
642, Sultanbeyli ,1350000,3,İkinci El,75 m2
643, Eyüpsultan ,1500000,11-15,70 m2,İkinci El
644, Esenyurt ,1780000,0 (Yeni),135 m2,
645, Zeytinburnu ,3900000,4,62 m2,
646, Üsküdar ,1300000,4,77 m2,
647, Kadıköy ,115000000,21 Ve Üzeri,İkinci El,628 m2
648, Bahçelievler ,3300000,21 Ve Üzeri,110 m2,
649, Zeytinburnu ,2150000,4,37 m2,
650, Pendik ,1775000,0 (Yeni),76 m2,
651, Kartal ,3445000,11-15,İkinci El,85 m2
652, Kadıköy ,6300000,4,96 m2,
653, Zeytinburnu ,1550000,21 Ve Üzeri,110 m2,
654, Başakşehir ,1629000,0 (Yeni),Sıfır,130 m2
655, Üsküdar ,11150000,5-10,İkinci El,110 m2
656, Bahçelievler ,2500000,0 (Yeni),Sıfır,120 m2
657, Bayrampaşa ,880000,4,70 m2,
658, Büyükçekmece ,8000000,5-10,420 m2,
659, Maltepe ,3500000,2,99 m2,
660, Maltepe ,3500000,2,99 m2,
661, Maltepe ,4750000,0 (Yeni),125 m2,
662, Esenyurt ,800000,3,İkinci El,75 m2
663, Bayrampaşa ,3150000,16-20,160 m2,
664, Beylikdüzü ,1330000,0 (Yeni),Sıfır,90 m2
665, Üsküdar ,2850000,0 (Yeni),110 m2,
666, Silivri ,1150000,0 (Yeni),68 m2,
667, Avcılar ,1450000,5-10,85 m2,
668, Beylikdüzü ,2688000,1,Sıfır,130 m2
669, Avcılar ,1500000,5-10,İkinci El,65 m2
670, Büyükçekmece ,25000000,3,1.300 m2,
671, Gaziosmanpaşa ,1220000,0 (Yeni),90 m2,
672, Sultangazi ,1400000,5-10,145 m2,
673, Beşiktaş ,70000000,0 (Yeni),395 m2,
674, Sultangazi ,2850000,5-10,195 m2,
675, Gaziosmanpaşa ,1550000,0 (Yeni),65 m2,Sıfır
676, Bağcılar ,1100000,11-15,80 m2,
677, Büyükçekmece ,3275000,4,130 m2,
678, Şişli ,5800000,5-10,İkinci El,85 m2
679, Sarıyer ,8500000,21 Ve Üzeri,İkinci El,225 m2
680, Sultangazi ,1400000,5-10,İkinci El,135 m2
681, Kağıthane ,2100000,4,120 m2,
682, Arnavutköy ,1000000,0 (Yeni),160 m2,
683, Kartal ,3650000,5-10,İkinci El,110 m2
684, Büyükçekmece ,2850000,0 (Yeni),90 m2,
685, Esenyurt ,885000,1,Sıfır,100 m2
686, Pendik ,1550000,5-10,İkinci El,85 m2
687, Esenyurt ,759000,0 (Yeni),Sıfır,95 m2
688, Esenyurt ,1529000,5-10,İkinci El,90 m2
689, Başakşehir ,8000000,11-15,Sıfır,330 m2
690, Maltepe ,1825000,11-15,İkinci El,85 m2
691, Ataşehir ,2550000,21 Ve Üzeri,İkinci El,120 m2
692, Beylikdüzü ,1900000,0 (Yeni),100 m2,
693, Esenyurt ,859000,0 (Yeni),Sıfır,80 m2
694, Büyükçekmece ,5000000,0 (Yeni),Sıfır,145 m2
695, Beylikdüzü ,929000,4,İkinci El,100 m2
696, Beylikdüzü ,1139000,4,İkinci El,100 m2
697, Bağcılar ,4300000,0 (Yeni),140 m2,
698, Maltepe ,4000000,0 (Yeni),Sıfır,78 m2
699, Sultangazi ,2450000,5-10,160 m2,
700, Bağcılar ,3550000,0 (Yeni),110 m2,
701, Bağcılar ,3450000,0 (Yeni),95 m2,
702, Avcılar ,1940000,0 (Yeni),Sıfır,90 m2
703, Pendik ,1900000,5-10,İkinci El,80 m2
704, Beylikdüzü ,2200000,0 (Yeni),75 m2,
705, Avcılar ,2200000,0 (Yeni),Sıfır,115 m2
706, Avcılar ,1480000,5-10,İkinci El,90 m2
707, Esenyurt ,799000,0 (Yeni),Sıfır,100 m2
708, Esenyurt ,1150000,4,Sıfır,115 m2
709, Sancaktepe ,1480000,0 (Yeni),Sıfır,90 m2
710, Esenyurt ,1250000,5-10,İkinci El,80 m2
711, Maltepe ,1625000,0 (Yeni),Sıfır,85 m2
712, Esenyurt ,1425000,3,İkinci El,150 m2
713, Küçükçekmece ,1050000,5-10,İkinci El,80 m2
714, Bahçelievler ,1130000,21 Ve Üzeri,İkinci El,100 m2
715, Sancaktepe ,1325000,4,İkinci El,80 m2
716, Bahçelievler ,1585000,5-10,75 m2,
717, Bahçelievler ,1950000,21 Ve Üzeri,İkinci El,115 m2
718, Bahçelievler ,1560000,21 Ve Üzeri,80 m2,
719, Sultangazi ,1695000,5-10,İkinci El,80 m2
720, Esenyurt ,2550000,5-10,Sıfır,145 m2
721, Ataşehir ,2500000,5-10,130 m2,
722, Küçükçekmece ,1400000,21 Ve Üzeri,135 m2,
723, Büyükçekmece ,1999999,16-20,100 m2,
724, Bahçelievler ,1350000,21 Ve Üzeri,İkinci El,120 m2
725, Pendik ,840000,16-20,110 m2,
726, Silivri ,949000,11-15,75 m2,
727, Beşiktaş ,15250000,5-10,İkinci El,260 m2
728, Beşiktaş ,11500000,16-20,İkinci El,200 m2
729, Üsküdar ,58500000,5-10,İkinci El,450 m2
730, Pendik ,1373000,11-15,İkinci El,80 m2
731, Pendik ,2250000,4,İkinci El,115 m2
732, Beylikdüzü ,22000000,0 (Yeni),Sıfır,450 m2
733, Esenyurt ,1900000,5-10,İkinci El,120 m2
734, Esenler ,3300000,0 (Yeni),Sıfır,87 m2
735, Beylikdüzü ,2950000,0 (Yeni),Sıfır,100 m2
736, Sultangazi ,2319000,11-15,120 m2,
737, Sultangazi ,2400000,3,165 m2,
738, Beylikdüzü ,1290000,0 (Yeni),Sıfır,110 m2
739, Sultangazi ,850000,4,95 m2,
740, Sultangazi ,2000000,11-15,95 m2,
741, Beylikdüzü ,909000,0 (Yeni),Sıfır,100 m2
742, Kadıköy ,7250000,0 (Yeni),72 m2,Sıfır
743, Beylikdüzü ,2450000,11-15,İkinci El,135 m2
744, Beylikdüzü ,5000000,16-20,İkinci El,275 m2
745, Beylikdüzü ,2785000,16-20,İkinci El,165 m2
746, Kadıköy ,6450000,4,90 m2,İkinci El
747, Beylikdüzü ,2799900,0 (Yeni),Sıfır,120 m2
748, Beylikdüzü ,2850000,0 (Yeni),Sıfır,105 m2
749, Sultangazi ,1250000,11-15,100 m2,
750, Esenyurt ,655000,1,90 m2,Sıfır
751, Beylikdüzü ,1930000,11-15,İkinci El,130 m2
752, Esenyurt ,1299000,0 (Yeni),Sıfır,85 m2
753, Beylikdüzü ,1099000,0 (Yeni),Sıfır,135 m2
754, Esenyurt ,585000,4,Sıfır,90 m2
755, Ataşehir ,2400000,11-15,120 m2,İkinci El
756, Esenyurt ,860000,1,90 m2,Sıfır
757, Esenyurt ,1125000,2,Sıfır,95 m2
758, Beylikdüzü ,2049000,0 (Yeni),Sıfır,100 m2
759, Esenyurt ,1050000,2,Sıfır,85 m2
760, Beylikdüzü ,2950000,0 (Yeni),Sıfır,230 m2
761, Esenyurt ,890000,2,Sıfır,85 m2
762, Avcılar ,1420000,5-10,85 m2,İkinci El
763, Beylikdüzü ,5299000,0 (Yeni),150 m2,
764, Beylikdüzü ,3749000,0 (Yeni),135 m2,
765, Esenyurt ,1750000,4,İkinci El,100 m2
766, Esenyurt ,3500000,4,İkinci El,110 m2
767, Kartal ,2289999,3,İkinci El,70 m2
768, Pendik ,2675000,4,Sıfır,100 m2
769, Pendik ,2200000,11-15,İkinci El,115 m2
770, Pendik ,1900000,4,İkinci El,105 m2
771, Esenyurt ,1670000,0 (Yeni),Sıfır,110 m2
772, Zeytinburnu ,6500000,5-10,65 m2,
773, Küçükçekmece ,1950000,1,Sıfır,105 m2
774, Beylikdüzü ,869900,0 (Yeni),Sıfır,150 m2
775, Adalar ,8000000,21 Ve Üzeri,İkinci El,320 m2
776, Bahçelievler ,3950000,0 (Yeni),Sıfır,54 m2
777, Beylikdüzü ,3100000,0 (Yeni),İkinci El,135 m2
778, Beylikdüzü ,1360000,4,İkinci El,85 m2
779, Güngören ,1210000,5-10,İkinci El,90 m2
780, Avcılar ,3800000,0 (Yeni),105 m2,Sıfır
781, Ataşehir ,1650000,5-10,İkinci El,110 m2
782, Kartal ,2350000,0 (Yeni),Sıfır,95 m2
783, Güngören ,850000,21 Ve Üzeri,İkinci El,60 m2
784, Kartal ,949000,5-10,İkinci El,65 m2
785, Kartal ,850000,21 Ve Üzeri,İkinci El,75 m2
786, Esenyurt ,885000,1,Sıfır,100 m2
787, Esenyurt ,899000,1,İkinci El,100 m2
788, Beylikdüzü ,675000,0 (Yeni),135 m2,
789, Beylikdüzü ,4450000,5-10,150 m2,
790, Esenyurt ,820000,1,İkinci El,100 m2
791, Kağıthane ,1700000,5-10,80 m2,
792, Bayrampaşa ,2500000,11-15,İkinci El,73 m2
793, Kartal ,2140000,4,İkinci El,95 m2
794, Pendik ,1900000,5-10,İkinci El,105 m2
795, Bayrampaşa ,950000,21 Ve Üzeri,İkinci El,70 m2
796, Avcılar ,690000,0 (Yeni),Sıfır,80 m2
797, Esenyurt ,584000,1,Sıfır,100 m2
798, Güngören ,1280000,21 Ve Üzeri,İkinci El,125 m2
799, Beylikdüzü ,1480000,2,50 m2,
800, Beylikdüzü ,1650000,2,50 m2,
801, Beylikdüzü ,1230000,5-10,İkinci El,70 m2
802, Maltepe ,2300000,21 Ve Üzeri,İkinci El,110 m2
803, Sultangazi ,825000,11-15,İkinci El,70 m2
804, Beşiktaş ,18600000,21 Ve Üzeri,İkinci El,100 m2
805, Beylikdüzü ,849900,0 (Yeni),Sıfır,70 m2
806, Zeytinburnu ,4000000,21 Ve Üzeri,150 m2,
807, Arnavutköy ,1750000,0 (Yeni),135 m2,
808, Esenyurt ,1050000,5-10,İkinci El,95 m2
809, Esenyurt ,959900,0 (Yeni),Sıfır,120 m2
810, Esenyurt ,1050000,5-10,İkinci El,95 m2
811, Esenyurt ,959900,0 (Yeni),Sıfır,120 m2
812, Beylikdüzü ,1450000,5-10,Sıfır,100 m2
813, Bahçelievler ,2700000,5-10,İkinci El,120 m2
814, Silivri ,1500000,11-15,60 m2,
815, Sultanbeyli ,3250000,5-10,İkinci El,130 m2
816, Sarıyer ,10000000,5-10,150 m2,İkinci El
817, Arnavutköy ,2350000,0 (Yeni),250 m2,
818, Esenyurt ,790000,3,İkinci El,100 m2
819, Beylikdüzü ,700000,0 (Yeni),120 m2,
820, Esenyurt ,1099000,4,İkinci El,125 m2
821, Esenyurt ,985000,5-10,İkinci El,100 m2
822, Sarıyer ,10000000,5-10,145 m2,İkinci El
823, Sarıyer ,10000000,5-10,150 m2,İkinci El
824, Sancaktepe ,1199000,1,Sıfır,85 m2
825, Beylikdüzü ,1599000,0 (Yeni),Sıfır,100 m2
826, Kağıthane ,1600000,0 (Yeni),60 m2,
827, Esenyurt ,660000,5-10,95 m2,
828, Sancaktepe ,4650000,4,İkinci El,125 m2
829, Eyüpsultan ,985000,16-20,İkinci El,85 m2
830, Bahçelievler ,990000,0 (Yeni),Sıfır,50 m2
831, Kadıköy ,3250000,21 Ve Üzeri,80 m2,
832, Beylikdüzü ,2250000,3,Sıfır,90 m2
833, Zeytinburnu ,5650000,5-10,180 m2,
834, Kadıköy ,12250000,21 Ve Üzeri,190 m2,
835, Sancaktepe ,1475000,5-10,İkinci El,85 m2
836, Bahçelievler ,1350000,21 Ve Üzeri,85 m2,İkinci El
837, Kadıköy ,6225000,21 Ve Üzeri,125 m2,
838, Maltepe ,1620000,5-10,70 m2,
839, Sancaktepe ,2550000,4,90 m2,İkinci El
840, Beylikdüzü ,6000000,5-10,330 m2,İkinci El
841, Beylikdüzü ,2275000,5-10,100 m2,Sıfır
842, Sancaktepe ,1300000,4,42 m2,
843, Beylikdüzü ,5500000,3,İkinci El,130 m2
844, Arnavutköy ,1420000,5-10,75 m2,İkinci El
845, Başakşehir ,1430000,5-10,İkinci El,65 m2
846, Bahçelievler ,990000,0 (Yeni),Sıfır,60 m2
847, Beylikdüzü ,1629000,3,Sıfır,80 m2
848, Beylikdüzü ,4000000,5-10,İkinci El,138 m2
849, Esenyurt ,800000,2,İkinci El,85 m2
850, Sancaktepe ,1650000,5-10,İkinci El,45 m2
851, Arnavutköy ,3300000,0 (Yeni),550 m2,
852, Bahçelievler ,1250000,0 (Yeni),Sıfır,60 m2
853, Büyükçekmece ,1600000,2,110 m2,
854, Bakırköy ,13000000,0 (Yeni),Sıfır,201 m2
855, Esenyurt ,1250000,3,İkinci El,85 m2
856, Kağıthane ,1250000,5-10,75 m2,
857, Kartal ,2700000,0 (Yeni),Sıfır,90 m2
858, Avcılar ,1400000,21 Ve Üzeri,İkinci El,135 m2
859, Pendik ,1500000,21 Ve Üzeri,İkinci El,110 m2
860, Silivri ,3500000,16-20,75 m2,
861, Küçükçekmece ,2400000,0 (Yeni),75 m2,
862, Küçükçekmece ,1350000,4,80 m2,
863, Avcılar ,1750000,0 (Yeni),Sıfır,70 m2
864, Gaziosmanpaşa ,2650000,21 Ve Üzeri,170 m2,
865, Sancaktepe ,875000,0 (Yeni),2.650 m2,
866, Beylikdüzü ,2350000,5-10,180 m2,
867, Arnavutköy ,1350000,0 (Yeni),85 m2,
868, Kağıthane ,1100000,4,50 m2,
869, Çekmeköy ,1450000,5-10,85 m2,
870, Silivri ,2000000,5-10,İkinci El,145 m2
871, Büyükçekmece ,1100000,5-10,65 m2,
872, Bakırköy ,12500000,11-15,250 m2,İkinci El
873, Beşiktaş ,102000000,21 Ve Üzeri,İkinci El,160 m2
874, Küçükçekmece ,1500000,16-20,İkinci El,110 m2
875, Kağıthane ,945000,21 Ve Üzeri,55 m2,
876, Esenyurt ,675000,5-10,85 m2,
877, Bakırköy ,25650000,11-15,245 m2,Yapım Aşamasında
878, Başakşehir ,770000,0 (Yeni),Sıfır,70 m2
879, Fatih ,1750000,5-10,75 m2,
880, Tuzla ,2650000,5-10,İkinci El,175 m2
881, Gaziosmanpaşa ,9000000,21 Ve Üzeri,120 m2,
882, Eyüpsultan ,23500000,0 (Yeni),Sıfır,450 m2
883, Çatalca ,325000,1,206 m2,
884, Beylikdüzü ,3900000,5-10,130 m2,İkinci El
885, Tuzla ,1400000,4,İkinci El,85 m2
886, Pendik ,1440000,4,İkinci El,90 m2
887, Bahçelievler ,1270000,0 (Yeni),1 m2,
888, Esenyurt ,787000,0 (Yeni),Sıfır,100 m2
889, Beylikdüzü ,3850000,4,İkinci El,150 m2
890, Beylikdüzü ,1725000,0 (Yeni),Sıfır,120 m2
891, Çekmeköy ,3620000,1,Sıfır,235 m2
892, Sultangazi ,2700000,4,130 m2,
893, Başakşehir ,945000,0 (Yeni),Sıfır,120 m2
894, Pendik ,1510000,4,80 m2,
895, Başakşehir ,1400000,0 (Yeni),Sıfır,120 m2
896, Esenyurt ,855000,1,Sıfır,82 m2
897, Esenyurt ,1180000,0 (Yeni),Sıfır,92 m2
898, Beylikdüzü ,1589900,0 (Yeni),120 m2,
899, Beylikdüzü ,1286000,1,Sıfır,120 m2
900, Esenler ,2700000,0 (Yeni),Sıfır,75 m2
901, Pendik ,1900000,0 (Yeni),75 m2,
902, Sultangazi ,2700000,21 Ve Üzeri,220 m2,
903, Esenler ,2350000,0 (Yeni),65 m2,Sıfır
904, Bağcılar ,6250000,3,İkinci El,110 m2
905, Kartal ,1660000,21 Ve Üzeri,İkinci El,110 m2
906, Kağıthane ,3500000,4,İkinci El,135 m2
907, Bahçelievler ,3250000,21 Ve Üzeri,İkinci El,110 m2
908, Kadıköy ,6500000,2,110 m2,
909, Başakşehir ,4650000,21 Ve Üzeri,150 m2,
910, Pendik ,3575000,11-15,129 m2,İkinci El
911, Kartal ,1180000,5-10,İkinci El,100 m2
912, Kartal ,2250000,0 (Yeni),Sıfır,80 m2
913, Silivri ,7500000,21 Ve Üzeri,603 m2,İkinci El
914, Bağcılar ,5750000,3,İkinci El,110 m2
915, Esenyurt ,1500000,4,İkinci El,110 m2
916, Kartal ,2250000,21 Ve Üzeri,İkinci El,105 m2
917, Zeytinburnu ,1770000,5-10,78 m2,
918, Çekmeköy ,1580000,5-10,90 m2,
919, Bahçelievler ,1270000,11-15,İkinci El,85 m2
920, Kartal ,1995000,16-20,İkinci El,105 m2
921, Kağıthane ,1850000,16-20,65 m2,İkinci El
922, Bahçelievler ,1100000,21 Ve Üzeri,90 m2,İkinci El
923, Kartal ,600000,21 Ve Üzeri,İkinci El,90 m2
924, Maltepe ,4500000,11-15,İkinci El,140 m2
925, Kağıthane ,4000000,21 Ve Üzeri,İkinci El,240 m2
926, Beşiktaş ,6900000,0 (Yeni),Sıfır,80 m2
927, Esenyurt ,1620000,5-10,135 m2,
928, Zeytinburnu ,1530000,21 Ve Üzeri,İkinci El,80 m2
929, Bakırköy ,8780000,21 Ve Üzeri,İkinci El,180 m2
930, Tuzla ,2625000,0 (Yeni),95 m2,
931, Maltepe ,2750000,5-10,İkinci El,100 m2
932, Maltepe ,3350000,3,İkinci El,70 m2
933, Bayrampaşa ,3250000,0 (Yeni),Sıfır,170 m2
934, Sancaktepe ,1450000,4,150 m2,
935, Fatih ,1550000,21 Ve Üzeri,İkinci El,140 m2
936, Esenyurt ,1030000,5-10,95 m2,
937, Sultangazi ,775000,21 Ve Üzeri,İkinci El,80 m2
938, Sultangazi ,1340000,0 (Yeni),90 m2,
939, Kağıthane ,3100000,5-10,130 m2,İkinci El
940, Maltepe ,2350000,5-10,İkinci El,205 m2
941, Esenyurt ,2150000,4,Sıfır,150 m2
942, Bağcılar ,1255000,11-15,80 m2,
943, Kartal ,16000000,11-15,İkinci El,370 m2
944, Güngören ,1250000,21 Ve Üzeri,İkinci El,100 m2
945, Pendik ,1900000,5-10,İkinci El,100 m2
946, Tuzla ,1850000,21 Ve Üzeri,135 m2,İkinci El
947, Maltepe ,2725000,5-10,İkinci El,95 m2
948, Sancaktepe ,1300000,3,80 m2,
949, Kadıköy ,9400000,3,100 m2,İkinci El
